"data.race","data.income"
"2559","black","$5000 to 5999"
"2560","black","$1000 to 2999"
"2561","white","$15000 - 19999"
"2562","white","$25000 or more"
"2563","white","$25000 or more"
"2564","white","$10000 - 14999"
"2566","white","$15000 - 19999"
"2567","white","$10000 - 14999"
"2568","white","$8000 to 9999"
"2570","white","$20000 - 24999"
"2571","white","$10000 - 14999"
"2572","white","$10000 - 14999"
"2573","white","$25000 or more"
"2574","white","$25000 or more"
"2575","white","$7000 to 7999"
"2576","white","$10000 - 14999"
"2577","white","$15000 - 19999"
"2578","white","$15000 - 19999"
"2579","white","$15000 - 19999"
"2581","black","$15000 - 19999"
"2583","black","$5000 to 5999"
"2585","black","$10000 - 14999"
"2586","black","$10000 - 14999"
"2587","white","$10000 - 14999"
"2588","white","$3000 to 3999"
"2589","white","$10000 - 14999"
"2590","white","$5000 to 5999"
"2591","white","$3000 to 3999"
"2593","white","$3000 to 3999"
"2594","white","$10000 - 14999"
"2595","white","$6000 to 6999"
"2596","white","$10000 - 14999"
"2597","white","$15000 - 19999"
"2598","white","$15000 - 19999"
"2599","white","$8000 to 9999"
"2600","white","$25000 or more"
"2601","white","$7000 to 7999"
"2603","white","$7000 to 7999"
"2605","white","$7000 to 7999"
"2606","white","$4000 to 4999"
"2607","white","$1000 to 2999"
"2608","white","$1000 to 2999"
"2609","white","$7000 to 7999"
"2610","white","$10000 - 14999"
"2611","white","$3000 to 3999"
"2612","white","$20000 - 24999"
"2613","white","$10000 - 14999"
"2614","white","$8000 to 9999"
"2615","white","$10000 - 14999"
"2616","white","$10000 - 14999"
"2617","white","$10000 - 14999"
"2618","white","$4000 to 4999"
"2619","white","$7000 to 7999"
"2620","white","$10000 - 14999"
"2621","white","$8000 to 9999"
"2622","white","$1000 to 2999"
"2623","white","$10000 - 14999"
"2624","black","$20000 - 24999"
"2625","white","$4000 to 4999"
"2626","white","$1000 to 2999"
"2627","white","$20000 - 24999"
"2628","white","$4000 to 4999"
"2629","white","$5000 to 5999"
"2630","white","$10000 - 14999"
"2631","white","$1000 to 2999"
"2632","white","$25000 or more"
"2633","white","$8000 to 9999"
"2634","white","$6000 to 6999"
"2636","black","$20000 - 24999"
"2637","black","$10000 - 14999"
"2638","black","$15000 - 19999"
"2639","black","$10000 - 14999"
"2640","white","$10000 - 14999"
"2641","white","$20000 - 24999"
"2642","white","$6000 to 6999"
"2643","white","$3000 to 3999"
"2644","white","$10000 - 14999"
"2645","white","$8000 to 9999"
"2646","white","$4000 to 4999"
"2647","white","$4000 to 4999"
"2648","white","$10000 - 14999"
"2649","white","$10000 - 14999"
"2650","white","$10000 - 14999"
"2651","white","$10000 - 14999"
"2652","white","$20000 - 24999"
"2653","white","$15000 - 19999"
"2654","white","$20000 - 24999"
"2655","white","$20000 - 24999"
"2657","white","$20000 - 24999"
"2658","white","$20000 - 24999"
"2659","white","$10000 - 14999"
"2661","white","$15000 - 19999"
"2662","white","$1000 to 2999"
"2663","white","$25000 or more"
"2664","white","$8000 to 9999"
"2665","white","$8000 to 9999"
"2666","white","$20000 - 24999"
"2668","white","$10000 - 14999"
"2669","white","$5000 to 5999"
"2670","white","$1000 to 2999"
"2671","white","$3000 to 3999"
"2672","white","$4000 to 4999"
"2673","white","$15000 - 19999"
"2674","white","$5000 to 5999"
"2675","white","$8000 to 9999"
"2676","white","$4000 to 4999"
"2677","white","$4000 to 4999"
"2678","white","$3000 to 3999"
"2679","white","$25000 or more"
"2680","white","$10000 - 14999"
"2681","white","$4000 to 4999"
"2682","white","$25000 or more"
"2683","white","$25000 or more"
"2684","white","$25000 or more"
"2685","white","$10000 - 14999"
"2686","white","$10000 - 14999"
"2687","white","$10000 - 14999"
"2688","white","$10000 - 14999"
"2689","white","$10000 - 14999"
"2690","white","$10000 - 14999"
"2691","white","$10000 - 14999"
"2692","white","$10000 - 14999"
"2693","white","$8000 to 9999"
"2694","white","$20000 - 24999"
"2695","white","$10000 - 14999"
"2696","white","$10000 - 14999"
"2697","black","$1000 to 2999"
"2698","black","$6000 to 6999"
"2699","black","$15000 - 19999"
"2700","black","$10000 - 14999"
"2701","black","$8000 to 9999"
"2702","black","$4000 to 4999"
"2703","black","$4000 to 4999"
"2704","black","$3000 to 3999"
"2705","black","$3000 to 3999"
"2706","black","$3000 to 3999"
"2707","white","$3000 to 3999"
"2708","white","$3000 to 3999"
"2709","white","$8000 to 9999"
"2710","white","$10000 - 14999"
"2711","white","$7000 to 7999"
"2712","white","$15000 - 19999"
"2713","white","$10000 - 14999"
"2714","white","$4000 to 4999"
"2715","white","$10000 - 14999"
"2716","black","$15000 - 19999"
"2717","black","$10000 - 14999"
"2719","black","$15000 - 19999"
"2720","black","$4000 to 4999"
"2721","white","$1000 to 2999"
"2722","white","$3000 to 3999"
"2723","white","$15000 - 19999"
"2724","white","$10000 - 14999"
"2725","white","$10000 - 14999"
"2726","white","$1000 to 2999"
"2727","black","$1000 to 2999"
"2728","black","lt $1000"
"2729","black","$7000 to 7999"
"2731","white","$3000 to 3999"
"2732","white","$20000 - 24999"
"2733","white","$10000 - 14999"
"2734","white","lt $1000"
"2735","white","$5000 to 5999"
"2736","white","$15000 - 19999"
"2737","white","$10000 - 14999"
"2738","white","$10000 - 14999"
"2739","white","$15000 - 19999"
"2740","white","$15000 - 19999"
"2741","white","$20000 - 24999"
"2742","white","$10000 - 14999"
"2743","white","$4000 to 4999"
"2744","white","$15000 - 19999"
"2745","white","$10000 - 14999"
"2746","white","$8000 to 9999"
"2747","white","$10000 - 14999"
"2748","white","$15000 - 19999"
"2749","white","$6000 to 6999"
"2750","white","$10000 - 14999"
"2751","white","$10000 - 14999"
"2752","white","$7000 to 7999"
"2753","white","$5000 to 5999"
"2754","white","$20000 - 24999"
"2755","white","$8000 to 9999"
"2756","white","$20000 - 24999"
"2757","black","$6000 to 6999"
"2758","white","$10000 - 14999"
"2759","white","$4000 to 4999"
"2760","white","$25000 or more"
"2761","white","$15000 - 19999"
"2762","white","$6000 to 6999"
"2763","white","$15000 - 19999"
"2764","white","$8000 to 9999"
"2765","white","$1000 to 2999"
"2766","white","$1000 to 2999"
"2767","white","$25000 or more"
"2768","white","$15000 - 19999"
"2769","white","$25000 or more"
"2770","white","$20000 - 24999"
"2771","white","$8000 to 9999"
"2772","white","$10000 - 14999"
"2773","white","$15000 - 19999"
"2774","white","$8000 to 9999"
"2775","white","$10000 - 14999"
"2776","white","$10000 - 14999"
"2777","white","$10000 - 14999"
"2778","white","$25000 or more"
"2779","white","$25000 or more"
"2780","white","$25000 or more"
"2783","white","$1000 to 2999"
"2784","white","$4000 to 4999"
"2785","white","$4000 to 4999"
"2786","white","$1000 to 2999"
"2787","white","$10000 - 14999"
"2791","white","$10000 - 14999"
"2792","white","$7000 to 7999"
"2794","white","$5000 to 5999"
"2796","white","$10000 - 14999"
"2797","white","$8000 to 9999"
"2798","white","$10000 - 14999"
"2799","white","lt $1000"
"2800","white","$8000 to 9999"
"2801","white","$15000 - 19999"
"2802","white","$10000 - 14999"
"2803","white","$10000 - 14999"
"2805","white","$8000 to 9999"
"2806","white","$10000 - 14999"
"2810","white","$10000 - 14999"
"2811","white","$15000 - 19999"
"2812","white","$10000 - 14999"
"2813","white","$10000 - 14999"
"2814","white","$15000 - 19999"
"2815","white","$6000 to 6999"
"2816","white","$6000 to 6999"
"2818","white","$6000 to 6999"
"2819","white","$5000 to 5999"
"2820","white","$3000 to 3999"
"2821","white","$1000 to 2999"
"2822","white","$8000 to 9999"
"2823","white","$5000 to 5999"
"2824","white","$7000 to 7999"
"2825","white","$8000 to 9999"
"2826","white","$4000 to 4999"
"2827","white","$8000 to 9999"
"2828","white","$1000 to 2999"
"2829","white","$10000 - 14999"
"2830","white","$10000 - 14999"
"2831","white","$10000 - 14999"
"2832","white","$15000 - 19999"
"2833","white","$10000 - 14999"
"2834","white","$10000 - 14999"
"2835","white","$10000 - 14999"
"2836","white","$3000 to 3999"
"2837","white","lt $1000"
"2838","white","$8000 to 9999"
"2839","white","$7000 to 7999"
"2840","black","$3000 to 3999"
"2841","white","$10000 - 14999"
"2842","black","$8000 to 9999"
"2843","white","$8000 to 9999"
"2844","white","$10000 - 14999"
"2845","white","lt $1000"
"2846","white","$15000 - 19999"
"2847","white","$7000 to 7999"
"2848","white","$8000 to 9999"
"2849","white","$10000 - 14999"
"2850","white","$1000 to 2999"
"2852","white","$7000 to 7999"
"2853","white","$15000 - 19999"
"2854","white","$10000 - 14999"
"2855","white","$20000 - 24999"
"2856","white","$10000 - 14999"
"2857","white","$8000 to 9999"
"2858","black","$1000 to 2999"
"2859","black","$4000 to 4999"
"2860","black","$1000 to 2999"
"2861","black","$10000 - 14999"
"2862","black","$1000 to 2999"
"2863","white","$1000 to 2999"
"2864","white","$4000 to 4999"
"2865","white","$4000 to 4999"
"2866","white","$25000 or more"
"2867","white","$15000 - 19999"
"2868","white","$1000 to 2999"
"2869","white","$1000 to 2999"
"2870","white","$3000 to 3999"
"2871","white","$3000 to 3999"
"2872","white","$6000 to 6999"
"2873","white","$4000 to 4999"
"2874","white","$1000 to 2999"
"2875","black","lt $1000"
"2876","black","$7000 to 7999"
"2877","black","lt $1000"
"2878","white","$3000 to 3999"
"2880","white","$10000 - 14999"
"2881","white","$8000 to 9999"
"2882","white","$7000 to 7999"
"2883","white","$8000 to 9999"
"2884","white","$3000 to 3999"
"2885","white","$7000 to 7999"
"2886","white","$8000 to 9999"
"2887","white","$10000 - 14999"
"2888","white","$3000 to 3999"
"2889","white","$1000 to 2999"
"2890","white","$5000 to 5999"
"2891","white","$15000 - 19999"
"2892","white","$1000 to 2999"
"2893","white","$6000 to 6999"
"2894","white","$25000 or more"
"2895","white","$3000 to 3999"
"2896","white","$15000 - 19999"
"2897","white","$8000 to 9999"
"2898","white","$15000 - 19999"
"2899","white","$3000 to 3999"
"2900","white","$10000 - 14999"
"2901","white","$25000 or more"
"2902","white","$1000 to 2999"
"2903","white","$10000 - 14999"
"2904","white","$3000 to 3999"
"2905","white","$8000 to 9999"
"2906","white","$3000 to 3999"
"2907","white","$15000 - 19999"
"2908","other","$7000 to 7999"
"2909","black","$1000 to 2999"
"2911","black","$20000 - 24999"
"2912","black","$8000 to 9999"
"2913","white","$3000 to 3999"
"2914","white","$7000 to 7999"
"2915","white","$3000 to 3999"
"2916","white","$3000 to 3999"
"2917","white","$10000 - 14999"
"2918","white","$10000 - 14999"
"2920","white","$25000 or more"
"2921","white","$10000 - 14999"
"2922","black","$15000 - 19999"
"2923","white","$10000 - 14999"
"2924","white","$10000 - 14999"
"2926","white","$10000 - 14999"
"2927","white","$15000 - 19999"
"2928","white","$10000 - 14999"
"2929","white","$5000 to 5999"
"2930","white","$5000 to 5999"
"2931","white","$15000 - 19999"
"2932","white","$4000 to 4999"
"2933","white","$5000 to 5999"
"2934","white","$1000 to 2999"
"2935","white","$1000 to 2999"
"2936","white","$4000 to 4999"
"2937","white","$3000 to 3999"
"2938","white","$10000 - 14999"
"2939","white","$6000 to 6999"
"2940","white","$8000 to 9999"
"2941","white","$20000 - 24999"
"2942","white","$20000 - 24999"
"2943","white","$15000 - 19999"
"2945","white","$6000 to 6999"
"2947","white","$8000 to 9999"
"2949","white","$8000 to 9999"
"2950","white","$3000 to 3999"
"2951","white","$10000 - 14999"
"2952","white","$4000 to 4999"
"2953","black","$1000 to 2999"
"2954","black","$4000 to 4999"
"2955","black","$1000 to 2999"
"2956","black","$3000 to 3999"
"2957","black","$1000 to 2999"
"2958","white","$10000 - 14999"
"2959","white","$1000 to 2999"
"2960","white","$25000 or more"
"2961","white","$15000 - 19999"
"2962","white","$5000 to 5999"
"2963","white","$4000 to 4999"
"2964","white","$10000 - 14999"
"2965","white","$5000 to 5999"
"2966","white","$15000 - 19999"
"2967","white","$15000 - 19999"
"2968","white","$10000 - 14999"
"2969","white","$15000 - 19999"
"2970","white","$15000 - 19999"
"2971","white","$15000 - 19999"
"2972","white","$10000 - 14999"
"2973","black","$7000 to 7999"
"2974","white","$5000 to 5999"
"2975","black","$1000 to 2999"
"2976","black","$6000 to 6999"
"2977","black","lt $1000"
"2978","white","$7000 to 7999"
"2980","white","$10000 - 14999"
"2981","white","$1000 to 2999"
"2982","white","$8000 to 9999"
"2983","white","$10000 - 14999"
"2984","black","$15000 - 19999"
"2985","white","$10000 - 14999"
"2986","black","$8000 to 9999"
"2987","white","$5000 to 5999"
"2988","white","$10000 - 14999"
"2989","white","$6000 to 6999"
"2990","white","$5000 to 5999"
"2991","white","$10000 - 14999"
"2992","white","$5000 to 5999"
"2995","white","$1000 to 2999"
"2996","white","$10000 - 14999"
"2997","white","$5000 to 5999"
"2998","white","$7000 to 7999"
"2999","white","$4000 to 4999"
"3000","black","$5000 to 5999"
"3001","black","$6000 to 6999"
"3002","black","$10000 - 14999"
"3003","black","$10000 - 14999"
"3005","black","$1000 to 2999"
"3006","black","$1000 to 2999"
"3007","black","$1000 to 2999"
"3008","black","$6000 to 6999"
"3009","white","$3000 to 3999"
"3010","white","$10000 - 14999"
"3011","white","$10000 - 14999"
"3012","white","$7000 to 7999"
"3013","black","$3000 to 3999"
"3014","white","$3000 to 3999"
"3015","white","$15000 - 19999"
"3016","white","$15000 - 19999"
"3017","white","$10000 - 14999"
"3018","white","$1000 to 2999"
"3019","white","$15000 - 19999"
"3020","white","$8000 to 9999"
"3021","white","$20000 - 24999"
"3022","white","$5000 to 5999"
"3023","white","$10000 - 14999"
"3024","white","$4000 to 4999"
"3025","white","$10000 - 14999"
"3026","white","$5000 to 5999"
"3027","white","$20000 - 24999"
"3028","white","$3000 to 3999"
"3029","white","$25000 or more"
"3030","white","$10000 - 14999"
"3031","white","$4000 to 4999"
"3032","white","$25000 or more"
"3033","black","$7000 to 7999"
"3034","black","$25000 or more"
"3036","black","$5000 to 5999"
"3037","black","$3000 to 3999"
"3038","white","$15000 - 19999"
"3039","white","$25000 or more"
"3040","white","$15000 - 19999"
"3041","white","$10000 - 14999"
"3042","white","$15000 - 19999"
"3043","black","$10000 - 14999"
"3044","white","$15000 - 19999"
"3045","white","$4000 to 4999"
"3046","white","$8000 to 9999"
"3047","white","$8000 to 9999"
"3048","white","$10000 - 14999"
"3050","white","$4000 to 4999"
"3051","white","$15000 - 19999"
"3052","white","$6000 to 6999"
"3053","white","$10000 - 14999"
"3054","white","$20000 - 24999"
"3055","white","$10000 - 14999"
"3056","white","$1000 to 2999"
"3057","white","$8000 to 9999"
"3058","white","$25000 or more"
"3059","white","$25000 or more"
"3060","white","$25000 or more"
"3061","white","$15000 - 19999"
"3062","white","$10000 - 14999"
"3063","white","$10000 - 14999"
"3064","white","$15000 - 19999"
"3065","white","$25000 or more"
"3066","white","$15000 - 19999"
"3067","white","$10000 - 14999"
"3068","white","$25000 or more"
"3070","white","$25000 or more"
"3071","white","$10000 - 14999"
"3072","white","$25000 or more"
"3073","black","$10000 - 14999"
"3075","black","lt $1000"
"3076","black","$10000 - 14999"
"3077","other","$5000 to 5999"
"3078","white","lt $1000"
"3079","white","$7000 to 7999"
"3080","white","$1000 to 2999"
"3081","white","$4000 to 4999"
"3082","white","$8000 to 9999"
"3083","white","$15000 - 19999"
"3084","white","$20000 - 24999"
"3085","white","$7000 to 7999"
"3086","white","$8000 to 9999"
"3087","white","$8000 to 9999"
"3088","white","$8000 to 9999"
"3089","white","$10000 - 14999"
"3090","black","$4000 to 4999"
"3091","white","$8000 to 9999"
"3092","white","$6000 to 6999"
"3093","white","$7000 to 7999"
"3094","white","$1000 to 2999"
"3095","white","$10000 - 14999"
"3096","other","$15000 - 19999"
"3097","other","$5000 to 5999"
"3098","white","$25000 or more"
"3099","white","$20000 - 24999"
"3101","white","$10000 - 14999"
"3102","white","$20000 - 24999"
"3103","black","$10000 - 14999"
"3104","black","$4000 to 4999"
"3105","black","$10000 - 14999"
"3106","black","$20000 - 24999"
"3107","black","$25000 or more"
"3108","white","$8000 to 9999"
"3109","white","$7000 to 7999"
"3111","white","$25000 or more"
"3113","white","$20000 - 24999"
"3114","white","$15000 - 19999"
"3115","white","$25000 or more"
"3116","white","$10000 - 14999"
"3118","white","$3000 to 3999"
"3119","white","$15000 - 19999"
"3120","white","$1000 to 2999"
"3121","white","$1000 to 2999"
"3122","white","$8000 to 9999"
"3123","white","$10000 - 14999"
"3124","white","$20000 - 24999"
"3125","white","$4000 to 4999"
"3127","white","$4000 to 4999"
"3128","black","$4000 to 4999"
"3130","black","$4000 to 4999"
"3132","black","$20000 - 24999"
"3133","white","$10000 - 14999"
"3134","white","$4000 to 4999"
"3135","white","$1000 to 2999"
"3137","black","$1000 to 2999"
"3138","black","$4000 to 4999"
"3139","black","$1000 to 2999"
"3140","black","$1000 to 2999"
"3141","black","$5000 to 5999"
"3142","black","$1000 to 2999"
"3144","white","$20000 - 24999"
"3145","white","$15000 - 19999"
"3146","white","$10000 - 14999"
"3147","white","$10000 - 14999"
"3148","white","$25000 or more"
"3149","white","$1000 to 2999"
"3150","white","lt $1000"
"3151","white","$3000 to 3999"
"3152","other","$8000 to 9999"
"3153","white","$5000 to 5999"
"3154","white","$15000 - 19999"
"3155","white","$7000 to 7999"
"3156","white","$8000 to 9999"
"3157","white","$15000 - 19999"
"3158","white","$10000 - 14999"
"3159","white","$15000 - 19999"
"3160","white","$8000 to 9999"
